name,calories,fats,proteins,carbohydrates
"Corn, yellow, cooked, from frozen, fat not added in cooking",81,1,3,19
"Corn, yellow, cooked, NS as to form, made with butter",98,3,2,19
"Corn, yellow, cooked, NS as to form, fat not added in cooking",81,1,3,19
"Corn, yellow, cooked, NS as to form, made with oil",102,3,2,19
"Corn, yellow, cooked, NS as to form, made with margarine",93,2,2,19
"Yogurt, fruit, low fat, 10 grams protein per 8 ounce, fortified with vitamin D",102,1,4,19
"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",102,1,4,19
"Yogurt, fruit, low fat, 9 grams protein per 8 ounce, fortified with vitamin D",99,1,4,19
"Yogurt, fruit, low fat, 11g protein/8 oz",105,1,5,19
"Yogurt, fruit, NS as to type of milk",102,1,4,19
"Burrito with meat, beans, and rice",223,12,11,19
"Yogurt, fruit, low fat milk, light",105,1,5,19
"Yogurt, fruit, low fat milk",102,1,4,19
"Yellow rice, cooked, fat not added in cooking",88,0,2,19
"Beans, baked, canned, with pork and tomato sauce",94,1,5,19
"Yellow rice, cooked, fat added in cooking",104,2,2,19
"Beans, lima, immature, cooked, NS as to form, made with oil",123,3,6,19
"Yogurt, fruit, lowfat, with low calorie sweetener",105,1,5,19
"Yogurt, fruit, low fat,9 g protein/8 oz",99,1,4,19
Water chestnut,78,0,1,19
"Yogurt, fruit, lowfat, with low calorie sweetener, fortified with vitamin D",105,1,5,19
Burrito with chicken and beans,229,11,13,19
"Codfish with starchy vegetables, Puerto Rican style (Serenata de bacalao) (mixture)",134,5,4,19
"Vegetable submarine sandwich, with spread",186,11,4,19
"Beans, lima, immature, cooked, NS as to form, made with butter",119,3,6,19
"Beans, lima and corn (succotash), cooked, made with butter",109,3,4,19
"Turkey sandwich, with spread",223,7,20,19
"Beans, lima, immature, cooked, NS as to form, fat not added in cooking",102,0,6,19
"Yogurt, NS as to type of milk or flavor",99,1,4,19
"WENDY'S, Ultimate Chicken Grill Sandwich",179,5,15,19
"Bulgur, cooked",83,0,3,19
"Beans, lima and corn (succotash), cooked, fat added in cooking, NS as to type of fat",107,3,4,19
"Burrito with beans, rice, and sour cream, meatless",210,11,8,19
"Beans, lima and corn (succotash), cooked, NS as to fat added in cooking",107,3,4,19
"Beans, dry, cooked with ground beef",203,9,12,19
"Chicken pot pie, frozen entree, prepared",204,12,5,19
"Buckwheat groats, cooked, fat added in cooking",112,3,3,19
"Beans, lima, immature, cooked, NS as to form, made with margarine",114,2,6,19
"Beans, lima, immature, cooked, from canned, NS as to fat added in cooking",117,2,6,19
"Corn, cooked, NS as to form, NS as to color, fat added in cooking, NS as to type of fat",96,3,2,19
"Corn, cooked, NS as to form, NS as to color, NS as to fat added in cooking",96,3,2,19
"Corn, cooked, NS as to form, NS as to color, made with butter",98,3,2,19
"Corn, cooked, NS as to form, NS as to color, fat not added in cooking",81,1,3,19
Worcestershire sauce,78,0,0,19
"Beans and tomatoes, fat not added in cooking",101,0,6,19
"Wrap sandwich filled with beef patty, cheese and spread and/or sauce",266,15,13,19
"Cherry cobbler, baby food, junior",78,0,0,19
"Corn, cooked, from frozen, NS as to color, fat not added in cooking",81,1,3,19
"Corn, cooked, from frozen, NS as to color, fat added in cooking, NS as to type of fat",96,3,2,19
"Corn, cooked, from frozen, NS as to color, made with margarine",93,2,2,19
"Corn, cooked, from frozen, NS as to color, made with butter",98,3,2,19
"Corn, cooked, NS as to form, NS as to color, made with oil",102,3,2,19
"Corn, cooked, NS as to form, NS as to color, made with margarine",93,2,2,19
"Corn, cooked, from frozen, NS as to color, NS as to fat added in cooking",96,3,2,19
"Cassava Pasteles, Puerto Rican style (Pasteles de yuca)",254,17,7,19
Corn relish,84,1,2,19
"Bananas with apples and pears, baby food, strained",83,0,1,19
"Beans, lima, immature, cooked, from canned, made with margarine",114,2,6,19
"Beans, lima, immature, cooked, from canned, made with oil",123,3,6,19
"Beverages, shake, fast food, strawberry",113,3,3,19
"Beans, lima, immature, cooked, from canned, fat not added in cooking",102,0,6,19
"Yellow rice, cooked, NS as to fat added in cooking",88,0,2,19
Chicken or turkey pot pie,204,12,5,19
"Beans, lima, immature, cooked, from canned, made with butter",119,3,6,19
"Yogurt, fruit, whole milk",119,3,4,19
"Yogurt, fruit, nonfat milk",95,0,4,19
"Beans, lima, immature, cooked, from frozen, fat not added in cooking",102,0,6,19
"Chicken fillet, broiled, sandwich with cheese, on whole wheat roll, with lettuce, tomato and non-mayonnaise type spread",199,6,16,19
"Beans, lima, immature, cooked, from frozen, fat added in cooking, NS as to type of fat",117,2,6,19
"Beans, lima, immature, cooked, from frozen, NS as to fat added in cooking",117,2,6,19
"Beans, lima, immature, cooked, NS as to form, fat added in cooking, NS as to type of fat",117,2,6,19
"Wheat, cream of, cooked, made with milk and sugar, Puerto Rican style",108,2,4,19
"White potato, stuffed, baked, peel eaten, stuffed with chili",106,2,3,19
"Beans, lima and corn (succotash), cooked, made with oil",113,3,4,19
"Yogurt, fruit variety, nonfat, fortified with vitamin D",95,0,4,19
"Bread, stuffing, dry mix, prepared",195,12,3,19
"Beans, lima, immature, cooked, from frozen, made with butter",119,3,6,19
"Baked beans, NFS",94,1,5,19
"Succotash, (corn and limas), canned, with cream style corn",77,1,3,18
"Double cheeseburger (2 patties, 1/4 lb meat each), with tomato and/or catsup, on bun",251,14,14,18
"Flavored rice and pasta mixture, reduced sodium",113,3,3,18
"Double cheeseburger (2 patties), with tomato and/or catsup, on bun",282,16,16,18
"Chicken or turkey, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture)",150,5,7,18
"Double cheeseburger (2 patties), with mayonnaise or salad dressing, on bun",279,17,14,18
SILK Key Lime soy yogurt,88,1,2,18
"Tortellini, meat-filled, no sauce",191,7,12,18
"Figs, cooked or canned, in light syrup",69,0,0,18
"Turnover, meat-filled, with gravy",249,15,9,18
Jagerbomb,125,0,0,18
"Peach cobbler, baby food, strained",65,0,0,18
"Double cheeseburger, (2 patties, 1 oz each), plain, on miniature bun",311,18,18,18
"Hamburger, 2-1/2 oz meat, with mayonnaise or salad dressing and tomatoes, on bun",214,11,11,18
"Refried beans, fat added in cooking, NS as to type of fat",144,6,6,18
"Hamburger, 1/4 lb meat, with mayonnaise or salad dressing, on bun",265,15,14,18
"Potato salad, made with mayonnaise-type salad dressing",107,3,1,18
"Peach cobbler, baby food, NS as to strained or junior",66,0,0,18
"Peach cobbler, baby food, junior",67,0,0,18
"Refried beans, NS as to fat added in cooking",144,6,6,18
"Beets, harvard, canned, solids and liquids",73,0,1,18
"Black beans, Cuban style (Habichuelas negras guisadas a la Cubana)",109,2,6,18
"Ginger root, raw",80,1,2,18
"Double hamburger (2 patties), with mayonnaise or salad dressing and tomatoes, on bun",251,14,12,18
"Double hamburger (2 patties), with mayonnaise or salad dressing and tomatoes, on double-decker bun",241,13,12,18
"Refried beans, made with animal fat or meat drippings",140,5,6,18
"Beverages, ABBOTT, EAS whey protein powder",385,5,67,18
"Refried beans, made with oil",144,6,6,18
"Refried beans, made with margarine",129,4,6,18
"Corn with red and green peppers, canned, solids and liquids",75,1,2,18
"Corn, NS as to form, NS as to color, cream style",72,0,2,18
Lasagna with cheese and sauce (diet frozen meal),137,5,6,18
"Egg, cheese, ham, and bacon on bun",261,14,15,18
"Bananas and pineapple, baby food, NS as to strained or junior",66,0,0,18
"Bananas and pineapple, baby food, junior",68,0,0,18
"Frankfurter or hot dog sandwich, beef, plain, on wheat bread",307,21,11,18
"Ripe plantain omelet, Puerto Rican style (Tortilla de amarillo)",224,15,7,18
"Chicken, fried, with potatoes, vegetable, dessert (frozen meal, large meat portion)",211,11,11,18
"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on whole wheat bread",237,11,15,18
"Corn with peppers, red or green, cooked, fat not added in cooking",81,1,3,18
"Muscle Milk, regular, powder",411,17,46,18
"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on wheat bread",241,12,15,18
"Babyfood, dessert, peach cobbler, junior",67,0,0,18
"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on white bread",240,12,14,18
"White potato, stuffed, baked, peel eaten, stuffed with bacon and cheese",159,7,6,18
"Wheat flour fritter, without syrup",448,39,7,18
"Bacon cheeseburger, 1/4 lb meat, with tomato and/or catsup, on bun",286,16,17,18
"Fava beans, cooked, NS as to fat added in cooking",167,8,7,18
"Chicken patty, or nuggets, boneless, breaded, potatoes, vegetable (frozen meal)",204,10,11,18
"Corn, yellow, from canned, cream style",72,0,2,18
"Puddings, banana, dry mix, regular, prepared with 2% milk",101,2,3,18
"Puddings, banana, dry mix, regular, prepared with whole milk",111,3,3,18
"Fava beans, cooked, fat added in cooking",167,8,7,18
"Leavening agents, yeast, baker's, compressed",105,2,8,18
"Babyfood, cereal, mixed, with applesauce and bananas, strained",82,1,1,18
"Bananas and pineapple, baby food, strained",65,0,0,18
"Beans, fava, in pod, raw",88,1,8,18
"Babyfood, dessert, peach cobbler, strained",65,0,0,18
"Corn, yellow, from canned, cream style, fat added in cooking",82,2,2,18
"Bananas, baby food, junior",67,0,0,18
"Frankfurter or hot dog sandwich, NFS, plain, on wheat bread",307,21,11,18
"Pudding, rice",108,2,3,18
"Puddings, coconut cream, dry mix, regular, prepared with 2% milk",104,2,3,18
Sweet and sour pork,194,8,12,18
"Egg custards, dry mix, prepared with 2% milk",112,3,4,18
"Corn, sweet, yellow, canned, cream style, no salt added",72,0,2,18
"Corn, sweet, yellow, canned, cream style, regular pack",72,0,2,18
"Gelatin shot, alcoholic",165,0,2,18
Bread stuffing made with egg,192,12,3,18
"Egg custards, dry mix, prepared with whole milk",122,4,4,18
"Beef, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture)",148,5,8,18
"Sushi roll (maki or temaki), vegetable",92,1,2,18
"Sushi, NFS",93,1,3,18
"White potato, stuffed, baked, peel not eaten, stuffed with butter or margarine",190,13,2,18
"Wrap sandwich, filled with meat, poultry, or fish, vegetables, and rice",158,5,10,18
Biryani with vegetables,119,4,2,18
"Potatoes, hash brown, frozen, with butter sauce, unprepared",135,7,2,18
"Wrap sandwich, filled with meat, poultry, or fish, vegetables, rice, and cheese",164,6,9,18
SILK Strawberry soy yogurt,94,1,2,18
"Peanut butter, chunky, vitamin and mineral fortified",593,51,26,18
"Chicken or turkey, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)",151,5,9,18
"Sweet potato, cooked, boiled, without skin, with salt",76,0,1,18
"Sweet potato, cooked, boiled, without skin",76,0,1,18
"Beans, lima, immature, from fresh, creamed or with cheese sauce",139,4,7,18
"Sweet potato, boiled, peel not eaten, fat not added in cooking",76,0,1,18
Burrito with meat and beans,229,12,11,18
"Burrito with chicken, beans, rice, and sour cream",218,11,11,18
"Cheeseburger, 1/4 lb meat, with mayonnaise or salad dressing, and tomato and/or catsup, on bun",268,16,14,18
"Cheeseburger, 1/3 lb meat, with mayonnaise or salad dressing, and mushrooms, on bun",291,17,15,18
"Peanut butter, vitamin and mineral fortified",592,51,26,18
"Cheeseburger, 1/4 lb meat, with mayonnaise or salad dressing, on bun",279,17,14,18
"Burrito, taco, or quesadilla with egg, potato, and breakfast meat",234,13,10,18
"Potatoes, mashed, home-prepared, whole milk added",83,1,2,18
"Sweet potato, yellow, Puerto Rican, cooked",76,0,1,18
"Burrito, taco, or quesadilla with egg, potato, and breakfast meat, from fast food",262,16,11,18
"Chicory roots, raw",72,0,1,18
Egg salad sandwich,296,21,9,18
"Wrap sandwich filled with chicken strips (broiled), cheese, lettuce, and spread",222,10,14,18
Nachos with meat and cheese,235,12,13,18
"Potatoes, hash brown, frozen, plain, unprepared",82,1,2,18
"Gyro sandwich (pita bread, beef, lamb, onion, condiments), with tomato and spread",167,5,12,18
"Corn, sweet, white, canned, cream style, no salt added",72,0,2,18
"Tortellini, cheese-filled, meatless, with vinaigrette dressing",197,11,7,18
"Peach, cooked or canned, drained solids",72,0,1,18
Puerto Rican pasteles (Pasteles de masa),210,13,7,18
"Puddings, coconut cream, dry mix, regular, prepared with whole milk",114,4,3,18
"Peach yogurt dessert, baby food, strained",76,0,1,18
Dressing with oysters,189,11,5,18
"Milk shakes, thick vanilla",112,3,4,18
"Corn, from canned, NS as to color, cream style",72,0,2,18
"Oatmeal, cooked, instant, fat not added in cooking",87,1,2,18
"Bulgur, cooked or canned, NS as to fat added in cooking",83,0,3,18
EAS Whey Protein Powder,385,5,67,18
"Sushi roll (maki or temaki), California",93,1,3,18
"Sushi roll (maki or temaki), avocado",92,1,2,18
"Puddings, rice, ready-to-eat",108,2,3,18
"Nuts, hazelnuts or filberts, dry roasted, without salt added",646,62,15,18
"Nuts, hickorynuts, dried",657,64,13,18
"Bulgur, cooked or canned, fat not added in cooking",83,0,3,18
SILK Raspberry soy yogurt,88,1,2,18
"Babyfood, dessert, cherry vanilla pudding, strained",68,0,0,18
Injera (American-style Ethiopian bread),88,1,3,18
"Babyfood, dessert, cherry vanilla pudding, junior",69,0,0,18
"Corn, yellow, NS as to form, cream style",72,0,2,18
"Oatmeal, cooked, instant, NS as to fat added in cooking",87,1,2,18
"Walnuts, roasted, salted",643,61,14,18
"Corn, yellow, NS as to form, cream style, fat added in cooking",82,2,2,18
"Babyfood, dessert, fruit pudding, orange, strained",80,1,1,18
"White potato, stuffed, baked, peel not eaten, stuffed with chili",109,3,3,18
"Nuts, almonds, oil roasted, with salt added",607,55,21,18
Frozen daiquiri,127,0,0,18
"Nuts, almonds, oil roasted, lightly salted",607,55,21,18
"Parsnips, raw",75,0,1,18
"Almonds, roasted",607,55,21,18
Ham pot pie,233,14,8,18
"Nuts, almonds, oil roasted, without salt added",607,55,21,18
"Ham or pork, noodles and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)",150,5,8,18
"White potato, from fresh, mashed, made with milk",81,0,2,18
"Nuts, almonds, oil roasted, with salt added, smoke flavor",607,56,21,18
Fruit salad (excluding citrus fruits) with pudding,125,6,2,18
"Macaroni or noodles, creamed, with cheese and tuna",215,12,10,18
"Fast foods, cheeseburger, double, regular patty and bun, with condiments",282,16,16,18
"Steak and cheese submarine sandwich, with fried peppers and onions, on roll",232,10,16,18
"Steak and cheese sandwich, plain, on roll",249,10,20,18
"Potatoes, yellow fleshed, hash brown, shredded, salt added in processing, frozen, unprepared",81,0,2,18
"Fast foods, cheeseburger; double, regular patty; with condiments",282,16,16,18
"White potato, stuffed, baked, peel not eaten, stuffed with cheese",161,8,6,18
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola)",90,1,2,18
Macaroni or noodles with cheese and tuna,162,7,8,18
"Peas and potatoes, cooked, fat not added in cooking",84,0,4,18
"Seeds, sesame butter, tahini, from unroasted kernels (non-chemically removed seed coat)",607,56,18,18
"Nuts, walnuts, dry roasted, with salt added",643,61,14,18
"Babyfood, fruit, bananas and pineapple with tapioca, junior",68,0,0,18
"Fruit, NS as to type",69,0,1,18
"WENDY'S, DAVE'S Hot 'N Juicy 1/4 LB, single",268,16,14,18
"Babyfood, juice, apple and prune",72,0,0,18
"Banana juice with lowfat yogurt, baby food",89,1,2,18
Banana nectar,70,0,0,18
"Babyfood, fruit, bananas and pineapple with tapioca, strained",65,0,0,18
"Apple-prune juice, baby food",72,0,0,18
"Potato salad, made with any type of fat free dressing",81,1,1,18
"Peas and corn, cooked, NS as to fat added in cooking",105,3,4,18
"Peas and corn, cooked, fat added in cooking, NS as to type of fat",105,3,4,18
"Mung beans, fat added in cooking",154,7,7,18
"Potato salad, made with Italian dressing",108,4,1,18
"White potato, stuffed, baked, peel eaten, stuffed with butter or margarine",170,10,2,18
"Mung beans, NS as to fat added in cooking",154,7,7,18
"Peas and corn, cooked, made with margarine",102,3,4,18
"Grapes, European type, adherent skin, raw",69,0,1,18
Taco or tostada with chicken and sour cream,246,14,12,18
"Cowpeas with snap beans, cooked, fat not added in cooking",84,0,3,18
"Babyfood, dessert, custard pudding, vanilla, junior",86,1,2,18
"Peas and corn, cooked, made with oil",111,4,4,18
